LAMMPS data file via write_data, version 17 Apr 2024, timestep = 298605, units = real

3000 atoms
2 atom types

2.5624597992134746 38.4775402007874 xlo xhi
2.5655817044284213 38.52441829557355 ylo yhi
2.561211037129393 38.45878896287242 zlo zhi

Masses

1 15.9994
2 28.0855

Atoms # charge

2670 2 2.4 7.079457328304321 5.187447879718976 4.492029728231729 0 0 0
2566 1 -1.2 5.892512405743512 6.357576613041557 4.563057652558673 0 0 1
913 1 -1.2 6.215107067712118 3.9263258345855885 3.79496445520075 0 0 0
379 1 -1.2 3.495588607940993 6.990352594189399 3.727431361143899 0 0 1
1131 2 2.4 4.346747530349263 6.524202121182919 4.9904400177232535 0 0 1
2033 1 -1.2 3.827782579979803 5.014684501455949 5.521663432844251 0 0 0
357 2 2.4 3.1558544037892275 4.31472565982839 6.841253864234298 0 1 0
1142 1 -1.2 7.296428598978234 4.899408075998055 6.086534321227962 0 0 0
2492 1 -1.2 4.013911476754705 7.553739113937641 6.262263865161555 0 0 0
2379 2 2.4 2.5803841018343996 3.341043934937016 2.692489924210598 0 1 0
1576 1 -1.2 2.8584631424845073 2.7359679192630093 6.588314517779519 1 1 0
1828 1 -1.2 8.354638753026432 5.4312360439740495 3.5567385658607025 0 0 0
2295 2 2.4 11.559445692824298 4.528664420866509 4.0862512487351035 0 0 0
2564 1 -1.2 11.430202628978794 4.468993419981189 5.728436133732945 0 0 1
277 1 -1.2 10.570551861154135 3.354491828359503 3.4914185317946416 0 1 1
1943 1 -1.2 10.965299600920904 5.8780051445209125 3.451297369110194 0 0 0
126 2 2.4 11.062403101500793 4.390211423601665 7.364151234691981 0 0 0
2781 2 2.4 9.550022059343103 6.049404611899903 2.632004926074353 1 0 0
505 1 -1.2 9.426290875466815 4.064328791045321 7.448046289682499 0 0 0
54 2 2.4 7.876688502622037 4.552661314280939 7.610701564691125 0 0 0
976 1 -1.2 13.151242239531019 4.431771203236785 3.7328560660109495 0 0 0
350 1 -1.2 15.395242403080768 5.345894465845344 4.9640526881804465 0 0 0
489 2 2.4 15.943736248230033 6.358230399729193 6.106755021871468 0 0 1
2712 2 2.4 14.505614096471293 5.319688944171574 3.5268762268822758 0 1 1
2840 1 -1.2 14.18877560659118 6.893627935143843 3.2733114902649896 0 0 0
1270 1 -1.2 17.00270412352148 7.28419955410176 5.173594797924878 0 0 1
1850 1 -1.2 14.626046759034132 7.2850270653893086 6.458046629057817 0 0 0
1891 1 -1.2 16.523414571697316 6.050422645157354 7.646699945221581 0 1 0
2671 1 -1.2 18.158499802970503 3.469255060871048 3.507241902872236 0 0 1
1941 2 2.4 19.66770687783155 4.354043003269719 6.6873772364178325 0 0 0
2489 1 -1.2 20.03324916067628 5.500614841423158 5.549838925485343 0 1 0
2268 2 2.4 21.555349578702796 6.087558379817162 5.437999375787149 0 0 0
1372 1 -1.2 21.895195198253955 7.166772084552253 4.231572128287667 0 1 0
1858 1 -1.2 21.7863382006292 6.859501713512486 6.831266086103687 0 0 0
530 1 -1.2 18.858872697351973 3.08261577534685 6.012214331697912 0 0 0
2395 1 -1.2 22.85697573130072 5.0765158202316965 5.274666990896309 0 1 0
473 1 -1.2 21.12210452812209 4.150931842671703 7.3535692850814804 0 1 0
1352 1 -1.2 25.199903068065918 5.800259514349818 6.344105748101965 0 0 0
2774 1 -1.2 24.969180404148506 5.337226877006476 3.6302811559057426 -1 0 1
2079 2 2.4 24.477388254112668 4.875115246998551 5.07983468122519 0 0 0
1366 1 -1.2 27.803334098137594 6.082708043592412 6.20733788732449 0 1 1
771 2 2.4 26.430517946528077 7.033547156723207 6.193177435107419 0 0 0
2861 1 -1.2 24.863360362581684 3.3095456340142526 5.4955475410170465 0 0 0
1528 1 -1.2 27.921179794259743 4.4551425348312055 3.268366897643404 -1 1 1
1262 1 -1.2 29.163236779174955 3.8541407968440975 5.377723244723378 0 1 1
1803 2 2.4 28.458647306423035 3.136704402392974 4.044908110520544 -1 0 1
1542 2 2.4 29.193774983824884 5.187740717610836 6.314022669383008 0 1 0
2495 1 -1.2 30.376188494224152 6.209270981834527 5.918150607251879 -1 1 1
2314 1 -1.2 32.55186879168156 7.7051044966321935 6.361475483913491 0 0 0
1896 2 2.4 30.907031278209356 7.652412332439911 6.492603001592746 0 1 1
1256 1 -1.2 29.56712598978486 38.40390072747398 3.0602863160061364 0 -1 0
2113 1 -1.2 29.57724902884638 4.5012460276898745 7.756698107172654 0 1 0
1808 1 -1.2 37.51813059769216 4.937401822249589 7.0036423446770115 0 1 0
539 1 -1.2 36.770548912921384 6.215994669540093 4.814553323716619 -1 0 0
2034 2 2.4 36.20726336120404 5.3415751090522186 6.115674759434573 -1 0 0
1691 1 -1.2 35.01520680167789 6.312110869785337 6.750713104794001 0 0 1
